"Antal lägenheter efter region, upplåtelseform och år"

"region","upplåtelseform","2022"
"0580C1190","uppgift saknas",1
"0580C1200","hyresrätt",13
"0580C1200","bostadsrätt",0
"0580C1200","äganderätt",609
"0580C1200","uppgift saknas",0
"0580C1210","hyresrätt",465
"0580C1210","bostadsrätt",76
"0580C1210","äganderätt",243
"0580C1210","uppgift saknas",0
"0580C1220","hyresrätt",866
"0580C1220","bostadsrätt",233
"0580C1220","äganderätt",0
"0580C1220","uppgift saknas",0
"0580C1230","hyresrätt",1078
"0580C1230","bostadsrätt",1300
"0580C1230","äganderätt",0
"0580C1230","uppgift saknas",0
"0580C1240","hyresrätt",226
"0580C1240","bostadsrätt",577
"0580C1240","äganderätt",170
"0580C1240","uppgift saknas",0
"0580C1250","hyresrätt",854
"0580C1250","bostadsrätt",0
"0580C1250","äganderätt",0
"0580C1250","uppgift saknas",0
"0580C1260","hyresrätt",639
"0580C1260","bostadsrätt",191
"0580C1260","äganderätt",45
"0580C1260","uppgift saknas",0
"0580C1270","hyresrätt",399
"0580C1270","bostadsrätt",251
"0580C1270","äganderätt",58
"0580C1270","uppgift saknas",0
"0580C1280","hyresrätt",147
"0580C1280","bostadsrätt",733
"0580C1280","äganderätt",24
"0580C1280","uppgift saknas",0
"0580C1290","hyresrätt",414
"0580C1290","bostadsrätt",195
"0580C1290","äganderätt",314
"0580C1290","uppgift saknas",0
"0580C1300","hyresrätt",742
"0580C1300","bostadsrätt",105
"0580C1300","äganderätt",169
"0580C1300","uppgift saknas",0
"0580C1310","hyresrätt",1817
"0580C1310","bostadsrätt",723
"0580C1310","äganderätt",242
"0580C1310","uppgift saknas",0
"0580C1320","hyresrätt",827
"0580C1320","bostadsrätt",187
"0580C1320","äganderätt",72
"0580C1320","uppgift saknas",0
"0580C1330","hyresrätt",747
"0580C1330","bostadsrätt",217
"0580C1330","äganderätt",126
"0580C1330","uppgift saknas",0
"0580C1340","hyresrätt",1288
"0580C1340","bostadsrätt",538
"0580C1340","äganderätt",0
"0580C1340","uppgift saknas",0
"0580C1350","hyresrätt",569
"0580C1350","bostadsrätt",358
"0580C1350","äganderätt",35
"0580C1350","uppgift saknas",0
"0580C1360","hyresrätt",606
"0580C1360","bostadsrätt",301
"0580C1360","äganderätt",2
"0580C1360","uppgift saknas",0
"0580C1370","hyresrätt",770
"0580C1370","bostadsrätt",381
"0580C1370","äganderätt",5
"0580C1370","uppgift saknas",0
"0580C1380","hyresrätt",1110
"0580C1380","bostadsrätt",0
"0580C1380","äganderätt",0
"0580C1380","uppgift saknas",0
"0580C1390","hyresrätt",454
"0580C1390","bostadsrätt",330
"0580C1390","äganderätt",1
"0580C1390","uppgift saknas",0
"0580C1400","hyresrätt",1058
"0580C1400","bostadsrätt",0
"0580C1400","äganderätt",0
"0580C1400","uppgift saknas",0
"0580C1410","hyresrätt",890
"0580C1410","bostadsrätt",203
"0580C1410","äganderätt",92
"0580C1410","uppgift saknas",0
"0580C1420","hyresrätt",712
"0580C1420","bostadsrätt",770
"0580C1420","äganderätt",209
"0580C1420","uppgift saknas",0
"0580C1430","hyresrätt",483
"0580C1430","bostadsrätt",573
"0580C1430","äganderätt",38
"0580C1430","uppgift saknas",0
"0580C1440","hyresrätt",671
"0580C1440","bostadsrätt",290
"0580C1440","äganderätt",0
"0580C1440","uppgift saknas",0
"0580C1450","hyresrätt",727
"0580C1450","bostadsrätt",367
"0580C1450","äganderätt",38
"0580C1450","uppgift saknas",0
"0580C1460","hyresrätt",1874
"0580C1460","bostadsrätt",0
"0580C1460","äganderätt",0
"0580C1460","uppgift saknas",0
"0580C1470","hyresrätt",1048
"0580C1470","bostadsrätt",160
"0580C1470","äganderätt",5
"0580C1470","uppgift saknas",0
"0580C1480","hyresrätt",932
"0580C1480","bostadsrätt",215
"0580C1480","äganderätt",12
"0580C1480","uppgift saknas",0
"0580C1490","hyresrätt",1033
"0580C1490","bostadsrätt",112
"0580C1490","äganderätt",154
"0580C1490","uppgift saknas",0
"0580C1500","hyresrätt",843
"0580C1500","bostadsrätt",144
"0580C1500","äganderätt",15
"0580C1500","uppgift saknas",0
"0580C1510","hyresrätt",832
"0580C1510","bostadsrätt",0
"0580C1510","äganderätt",0
"0580C1510","uppgift saknas",0
"0580C1520","hyresrätt",903
"0580C1520","bostadsrätt",150
"0580C1520","äganderätt",0
"0580C1520","uppgift saknas",0
"0580C1530","hyresrätt",95
"0580C1530","bostadsrätt",506
"0580C1530","äganderätt",119
"0580C1530","uppgift saknas",0
"0580C1540","hyresrätt",108
"0580C1540","bostadsrätt",465
"0580C1540","äganderätt",253
"0580C1540","uppgift saknas",0
"0580C1550","hyresrätt",847
"0580C1550","bostadsrätt",292
"0580C1550","äganderätt",1
"0580C1550","uppgift saknas",0
"0580C1560","hyresrätt",993
"0580C1560","bostadsrätt",196
"0580C1560","äganderätt",5
"0580C1560","uppgift saknas",0
"0580C1570","hyresrätt",600
"0580C1570","bostadsrätt",511
"0580C1570","äganderätt",0
"0580C1570","uppgift saknas",0
"0580C1580","hyresrätt",216
"0580C1580","bostadsrätt",119
"0580C1580","äganderätt",590
"0580C1580","uppgift saknas",0
"0580C1590","hyresrätt",682
"0580C1590","bostadsrätt",391
"0580C1590","äganderätt",27
"0580C1590","uppgift saknas",0
"0580C1600","hyresrätt",1446
"0580C1600","bostadsrätt",652
"0580C1600","äganderätt",2
"0580C1600","uppgift saknas",0
"0580C1610","hyresrätt",740
"0580C1610","bostadsrätt",190
"0580C1610","äganderätt",0
"0580C1610","uppgift saknas",0
"0580C1620","hyresrätt",514
"0580C1620","bostadsrätt",0
"0580C1620","äganderätt",366
"0580C1620","uppgift saknas",0
"0580C1630","hyresrätt",584
"0580C1630","bostadsrätt",334
"0580C1630","äganderätt",1
"0580C1630","uppgift saknas",0
"0580C1640","hyresrätt",143
"0580C1640","bostadsrätt",0
"0580C1640","äganderätt",395
"0580C1640","uppgift saknas",0
"0580C1650","hyresrätt",5
"0580C1650","bostadsrätt",141
"0580C1650","äganderätt",407
"0580C1650","uppgift saknas",0
"0580C1660","hyresrätt",863
"0580C1660","bostadsrätt",95
"0580C1660","äganderätt",0
"0580C1660","uppgift saknas",0
"0580C1670","hyresrätt",807
"0580C1670","bostadsrätt",0
"0580C1670","äganderätt",4
"0580C1670","uppgift saknas",0
"0580C1680","hyresrätt",946
"0580C1680","bostadsrätt",0
"0580C1680","äganderätt",0
"0580C1680","uppgift saknas",0
"0580C1690","hyresrätt",72
"0580C1690","bostadsrätt",492
"0580C1690","äganderätt",154
"0580C1690","uppgift saknas",0
"0581A0010","hyresrätt",25
"0581A0010","bostadsrätt",43
"0581A0010","äganderätt",522
"0581A0010","uppgift saknas",3
"0581A0020","hyresrätt",36
"0581A0020","bostadsrätt",0
"0581A0020","äganderätt",724
"0581A0020","uppgift saknas",0
"0581A0030","hyresrätt",51
"0581A0030","bostadsrätt",0
"0581A0030","äganderätt",702
"0581A0030","uppgift saknas",0
"0581A0040","hyresrätt",43
"0581A0040","bostadsrätt",0
"0581A0040","äganderätt",633
"0581A0040","uppgift saknas",0
"0581A0050","hyresrätt",39
"0581A0050","bostadsrätt",14
"0581A0050","äganderätt",582
"0581A0050","uppgift saknas",0
"0581A0060","hyresrätt",39
"0581A0060","bostadsrätt",0
"0581A0060","äganderätt",924
"0581A0060","uppgift saknas",2
"0581A0070","hyresrätt",178
"0581A0070","bostadsrätt",44
"0581A0070","äganderätt",687
"0581A0070","uppgift saknas",0
"0581A0080","hyresrätt",104
"0581A0080","bostadsrätt",57
"0581A0080","äganderätt",388
"0581A0080","uppgift saknas",1
"0581A0090","hyresrätt",39
"0581A0090","bostadsrätt",0
"0581A0090","äganderätt",388
"0581A0090","uppgift saknas",0
"0581A0100","hyresrätt",74
"0581A0100","bostadsrätt",0
"0581A0100","äganderätt",674
"0581A0100","uppgift saknas",1
"0581B2010","hyresrätt",137
"0581B2010","bostadsrätt",0
"0581B2010","äganderätt",550
"0581B2010","uppgift saknas",0
"0581B2020","hyresrätt",137
"0581B2020","bostadsrätt",0
"0581B2020","äganderätt",354
"0581B2020","uppgift saknas",0
"0581B2030","hyresrätt",17
"0581B2030","bostadsrätt",132
"0581B2030","äganderätt",413
"0581B2030","uppgift saknas",0
"0581B2040","hyresrätt",782
"0581B2040","bostadsrätt",64
"0581B2040","äganderätt",170
"0581B2040","uppgift saknas",0
"0581B2050","hyresrätt",74
"0581B2050","bostadsrätt",5
"0581B2050","äganderätt",303
"0581B2050","uppgift saknas",0
"0581B3010","hyresrätt",47
"0581B3010","bostadsrätt",188
"0581B3010","äganderätt",465
"0581B3010","uppgift saknas",0
"0581B3020","hyresrätt",209
"0581B3020","bostadsrätt",126
"0581B3020","äganderätt",457
"0581B3020","uppgift saknas",0
"0581B3030","hyresrätt",371
"0581B3030","bostadsrätt",92
"0581B3030","äganderätt",686
"0581B3030","uppgift saknas",0
"0581B4010","hyresrätt",40
"0581B4010","bostadsrätt",34
"0581B4010","äganderätt",421
"0581B4010","uppgift saknas",0
"0581B4020","hyresrätt",193
"0581B4020","bostadsrätt",27
"0581B4020","äganderätt",695
"0581B4020","uppgift saknas",0
"0581B4030","hyresrätt",82
"0581B4030","bostadsrätt",30
"0581B4030","äganderätt",643
"0581B4030","uppgift saknas",0
"0581B5010","hyresrätt",24
"0581B5010","bostadsrätt",68
"0581B5010","äganderätt",495
"0581B5010","uppgift saknas",0
"0581B5020","hyresrätt",6
"0581B5020","bostadsrätt",46
"0581B5020","äganderätt",700
"0581B5020","uppgift saknas",0
"0581C1010","hyresrätt",9
"0581C1010","bostadsrätt",8
"0581C1010","äganderätt",273
"0581C1010","uppgift saknas",0
"0581C1020","hyresrätt",546
"0581C1020","bostadsrätt",0
"0581C1020","äganderätt",329
"0581C1020","uppgift saknas",0
"0581C1030","hyresrätt",807
"0581C1030","bostadsrätt",0
"0581C1030","äganderätt",112
"0581C1030","uppgift saknas",0
"0581C1040","hyresrätt",8
"0581C1040","bostadsrätt",0
"0581C1040","äganderätt",324
"0581C1040","uppgift saknas",0
"0581C1050","hyresrätt",6
"0581C1050","bostadsrätt",0
"0581C1050","äganderätt",572
"0581C1050","uppgift saknas",0
"0581C1060","hyresrätt",503
"0581C1060","bostadsrätt",966
"0581C1060","äganderätt",34
"0581C1060","uppgift saknas",0
"0581C1070","hyresrätt",710
"0581C1070","bostadsrätt",0
"0581C1070","äganderätt",229
"0581C1070","uppgift saknas",0
"0581C1080","hyresrätt",187
"0581C1080","bostadsrätt",178
"0581C1080","äganderätt",442
"0581C1080","uppgift saknas",0
"0581C1090","hyresrätt",123
"0581C1090","bostadsrätt",719
"0581C1090","äganderätt",0
"0581C1090","uppgift saknas",0
"0581C1100","hyresrätt",916
"0581C1100","bostadsrätt",0
"0581C1100","äganderätt",0
"0581C1100","uppgift saknas",0
"0581C1110","hyresrätt",262
"0581C1110","bostadsrätt",88
"0581C1110","äganderätt",219
"0581C1110","uppgift saknas",0
"0581C1120","hyresrätt",657
"0581C1120","bostadsrätt",0
"0581C1120","äganderätt",85
"0581C1120","uppgift saknas",0
"0581C1130","hyresrätt",303
"0581C1130","bostadsrätt",0
"0581C1130","äganderätt",95
"0581C1130","uppgift saknas",0
"0581C1140","hyresrätt",199
"0581C1140","bostadsrätt",260
"0581C1140","äganderätt",381
"0581C1140","uppgift saknas",0
"0581C1150","hyresrätt",907
"0581C1150","bostadsrätt",0
"0581C1150","äganderätt",0
"0581C1150","uppgift saknas",0
"0581C1160","hyresrätt",586
"0581C1160","bostadsrätt",0
"0581C1160","äganderätt",0
"0581C1160","uppgift saknas",0
"0581C1170","hyresrätt",1078
"0581C1170","bostadsrätt",5
"0581C1170","äganderätt",9
"0581C1170","uppgift saknas",0
"0581C1180","hyresrätt",6
"0581C1180","bostadsrätt",282
"0581C1180","äganderätt",176
"0581C1180","uppgift saknas",0
"0581C1190","hyresrätt",18
"0581C1190","bostadsrätt",1001
"0581C1190","äganderätt",0
"0581C1190","uppgift saknas",0
"0581C1200","hyresrätt",849
"0581C1200","bostadsrätt",388
"0581C1200","äganderätt",173
"0581C1200","uppgift saknas",0
"0581C1210","hyresrätt",225
"0581C1210","bostadsrätt",0
"0581C1210","äganderätt",561
"0581C1210","uppgift saknas",0
"0581C1220","hyresrätt",594
"0581C1220","bostadsrätt",603
"0581C1220","äganderätt",51
"0581C1220","uppgift saknas",0
"0581C1230","hyresrätt",913
"0581C1230","bostadsrätt",49
"0581C1230","äganderätt",148
"0581C1230","uppgift saknas",0
"0581C1240","hyresrätt",1302
"0581C1240","bostadsrätt",0
"0581C1240","äganderätt",0
"0581C1240","uppgift saknas",0
"0581C1250","hyresrätt",607
"0581C1250","bostadsrätt",0
"0581C1250","äganderätt",263
"0581C1250","uppgift saknas",0
"0581C1260","hyresrätt",1267
"0581C1260","bostadsrätt",149
"0581C1260","äganderätt",73
"0581C1260","uppgift saknas",0
"0581C1270","hyresrätt",773
"0581C1270","bostadsrätt",538
"0581C1270","äganderätt",2
"0581C1270","uppgift saknas",0
"0581C1280","hyresrätt",1003
"0581C1280","bostadsrätt",419
"0581C1280","äganderätt",0
"0581C1280","uppgift saknas",0
"0581C1290","hyresrätt",827
"0581C1290","bostadsrätt",119
"0581C1290","äganderätt",211
"0581C1290","uppgift saknas",0
"0581C1300","hyresrätt",599
"0581C1300","bostadsrätt",518
"0581C1300","äganderätt",22
"0581C1300","uppgift saknas",0
"0581C1310","hyresrätt",1157
"0581C1310","bostadsrätt",223
"0581C1310","äganderätt",40
"0581C1310","uppgift saknas",0
"0581C1320","hyresrätt",1633
"0581C1320","bostadsrätt",169
"0581C1320","äganderätt",0
"0581C1320","uppgift saknas",0
"0581C1330","hyresrätt",590
"0581C1330","bostadsrätt",521
"0581C1330","äganderätt",0
"0581C1330","uppgift saknas",0
"0581C1340","hyresrätt",1338
"0581C1340","bostadsrätt",51
"0581C1340","äganderätt",0
"0581C1340","uppgift saknas",0
"0581C1350","hyresrätt",974
"0581C1350","bostadsrätt",290
"0581C1350","äganderätt",0
"0581C1350","uppgift saknas",0
"0581C1360","hyresrätt",810
"0581C1360","bostadsrätt",433
"0581C1360","äganderätt",6
"0581C1360","uppgift saknas",0
"0581C1370","hyresrätt",1075
"0581C1370","bostadsrätt",141
"0581C1370","äganderätt",0
"0581C1370","uppgift saknas",0
"0581C1380","hyresrätt",723
"0581C1380","bostadsrätt",360
"0581C1380","äganderätt",0
"0581C1380","uppgift saknas",0
"0581C1390","hyresrätt",704
"0581C1390","bostadsrätt",302
"0581C1390","äganderätt",0
"0581C1390","uppgift saknas",0
"0581C1400","hyresrätt",432
"0581C1400","bostadsrätt",384
"0581C1400","äganderätt",0
"0581C1400","uppgift saknas",0
"0581C1410","hyresrätt",829
"0581C1410","bostadsrätt",277
"0581C1410","äganderätt",0
"0581C1410","uppgift saknas",0
"0581C1420","hyresrätt",373
"0581C1420","bostadsrätt",744
"0581C1420","äganderätt",27
"0581C1420","uppgift saknas",0
"0581C1430","hyresrätt",926
"0581C1430","bostadsrätt",340
"0581C1430","äganderätt",24
"0581C1430","uppgift saknas",0
"0581C1440","hyresrätt",785
"0581C1440","bostadsrätt",228
"0581C1440","äganderätt",79
"0581C1440","uppgift saknas",0
"0581C1450","hyresrätt",70
"0581C1450","bostadsrätt",0
"0581C1450","äganderätt",806
"0581C1450","uppgift saknas",0
"0581C1460","hyresrätt",633
"0581C1460","bostadsrätt",614
"0581C1460","äganderätt",0
"0581C1460","uppgift saknas",0
"0581C1470","hyresrätt",719
"0581C1470","bostadsrätt",148
"0581C1470","äganderätt",113
"0581C1470","uppgift saknas",0
"0581C1480","hyresrätt",39
"0581C1480","bostadsrätt",299
"0581C1480","äganderätt",512
"0581C1480","uppgift saknas",0
"0581C1490","hyresrätt",243
"0581C1490","bostadsrätt",486
"0581C1490","äganderätt",294
"0581C1490","uppgift saknas",0
"0581C1500","hyresrätt",900
"0581C1500","bostadsrätt",284
"0581C1500","äganderätt",0
"0581C1500","uppgift saknas",0
"0581C1510","hyresrätt",499
"0581C1510","bostadsrätt",315
"0581C1510","äganderätt",172
"0581C1510","uppgift saknas",0
"0581C1520","hyresrätt",463
"0581C1520","bostadsrätt",503
"0581C1520","äganderätt",135
"0581C1520","uppgift saknas",0
"0581C1530","hyresrätt",51
"0581C1530","bostadsrätt",109
"0581C1530","äganderätt",431
"0581C1530","uppgift saknas",0
"0581C1540","hyresrätt",167
"0581C1540","bostadsrätt",0
"0581C1540","äganderätt",556
"0581C1540","uppgift saknas",0
"0581C1550","hyresrätt",100
"0581C1550","bostadsrätt",103
"0581C1550","äganderätt",573
"0581C1550","uppgift saknas",0
"0581C1560","hyresrätt",129
"0581C1560","bostadsrätt",55
"0581C1560","äganderätt",463
"0581C1560","uppgift saknas",0
"0582A0010","hyresrätt",98
"0582A0010","bostadsrätt",56
"0582A0010","äganderätt",963
"0582A0010","uppgift saknas",1
"0582A0020","hyresrätt",63
"0582A0020","bostadsrätt",0
"0582A0020","äganderätt",696
"0582A0020","uppgift saknas",1
"0582A0030","hyresrätt",32
"0582A0030","bostadsrätt",0
"0582A0030","äganderätt",593
"0582A0030","uppgift saknas",0
"0582B2010","hyresrätt",3
"0582B2010","bostadsrätt",0
"0582B2010","äganderätt",470
"0582B2010","uppgift saknas",0
"0582C1010","hyresrätt",350
"0582C1010","bostadsrätt",21
"0582C1010","äganderätt",243
"0582C1010","uppgift saknas",0
"0582C1020","hyresrätt",583
"0582C1020","bostadsrätt",27
"0582C1020","äganderätt",236
"0582C1020","uppgift saknas",0
"0582C1030","hyresrätt",710
"0582C1030","bostadsrätt",87
"0582C1030","äganderätt",265
"0582C1030","uppgift saknas",0
"0582C1040","hyresrätt",12
"0582C1040","bostadsrätt",0
"0582C1040","äganderätt",402
"0582C1040","uppgift saknas",0
"0582C1050","hyresrätt",637
"0582C1050","bostadsrätt",114
"0582C1050","äganderätt",250
"0582C1050","uppgift saknas",0
"0583A0010","hyresrätt",40
"0583A0010","bostadsrätt",0
"0583A0010","äganderätt",588
"0583A0010","uppgift saknas",0
"0583A0020","hyresrätt",81
"0583A0020","bostadsrätt",0
"0583A0020","äganderätt",383
"0583A0020","uppgift saknas",0
"0583A0030","hyresrätt",18
"0583A0030","bostadsrätt",0
"0583A0030","äganderätt",507
"0583A0030","uppgift saknas",0
"0583A0040","hyresrätt",32
"0583A0040","bostadsrätt",0
"0583A0040","äganderätt",391
"0583A0040","uppgift saknas",0
"0583A0050","hyresrätt",46
"0583A0050","bostadsrätt",0
"0583A0050","äganderätt",625
"0583A0050","uppgift saknas",0
"0583A0060","hyresrätt",23
"0583A0060","bostadsrätt",0
"0583A0060","äganderätt",454
"0583A0060","uppgift saknas",0
"0583A0070","hyresrätt",196
"0583A0070","bostadsrätt",0
"0583A0070","äganderätt",678
"0583A0070","uppgift saknas",0
"0583B2010","hyresrätt",171
"0583B2010","bostadsrätt",0
"0583B2010","äganderätt",329
"0583B2010","uppgift saknas",0
"0583B2020","hyresrätt",326
"0583B2020","bostadsrätt",67
"0583B2020","äganderätt",553
"0583B2020","uppgift saknas",0
