"Antal lägenheter efter region, upplåtelseform och år"

"region","upplåtelseform","2022"
"0880A0030","hyresrätt",15
"0880A0030","bostadsrätt",0
"0880A0030","äganderätt",405
"0880A0030","uppgift saknas",0
"0880A0040","hyresrätt",40
"0880A0040","bostadsrätt",0
"0880A0040","äganderätt",437
"0880A0040","uppgift saknas",0
"0880A0050","hyresrätt",49
"0880A0050","bostadsrätt",0
"0880A0050","äganderätt",526
"0880A0050","uppgift saknas",0
"0880A0060","hyresrätt",94
"0880A0060","bostadsrätt",12
"0880A0060","äganderätt",634
"0880A0060","uppgift saknas",0
"0880A0070","hyresrätt",153
"0880A0070","bostadsrätt",0
"0880A0070","äganderätt",1105
"0880A0070","uppgift saknas",0
"0880B2010","hyresrätt",75
"0880B2010","bostadsrätt",0
"0880B2010","äganderätt",601
"0880B2010","uppgift saknas",0
"0880B2020","hyresrätt",46
"0880B2020","bostadsrätt",32
"0880B2020","äganderätt",468
"0880B2020","uppgift saknas",0
"0880B2030","hyresrätt",290
"0880B2030","bostadsrätt",124
"0880B2030","äganderätt",216
"0880B2030","uppgift saknas",0
"0880B2040","hyresrätt",196
"0880B2040","bostadsrätt",0
"0880B2040","äganderätt",456
"0880B2040","uppgift saknas",0
"0880B3010","hyresrätt",80
"0880B3010","bostadsrätt",0
"0880B3010","äganderätt",478
"0880B3010","uppgift saknas",0
"0880B3020","hyresrätt",243
"0880B3020","bostadsrätt",0
"0880B3020","äganderätt",745
"0880B3020","uppgift saknas",0
"0880B4010","hyresrätt",79
"0880B4010","bostadsrätt",0
"0880B4010","äganderätt",582
"0880B4010","uppgift saknas",0
"0880C1010","hyresrätt",348
"0880C1010","bostadsrätt",96
"0880C1010","äganderätt",286
"0880C1010","uppgift saknas",0
"0880C1020","hyresrätt",1279
"0880C1020","bostadsrätt",80
"0880C1020","äganderätt",124
"0880C1020","uppgift saknas",0
"0880C1030","hyresrätt",1011
"0880C1030","bostadsrätt",249
"0880C1030","äganderätt",78
"0880C1030","uppgift saknas",0
"0880C1040","hyresrätt",556
"0880C1040","bostadsrätt",331
"0880C1040","äganderätt",107
"0880C1040","uppgift saknas",0
"0880C1050","hyresrätt",800
"0880C1050","bostadsrätt",578
"0880C1050","äganderätt",11
"0880C1050","uppgift saknas",0
"0880C1060","hyresrätt",765
"0880C1060","bostadsrätt",114
"0880C1060","äganderätt",8
"0880C1060","uppgift saknas",0
"0880C1070","hyresrätt",343
"0880C1070","bostadsrätt",192
"0880C1070","äganderätt",306
"0880C1070","uppgift saknas",0
"0880C1080","hyresrätt",1126
"0880C1080","bostadsrätt",264
"0880C1080","äganderätt",36
"0880C1080","uppgift saknas",0
"0880C1090","hyresrätt",983
"0880C1090","bostadsrätt",328
"0880C1090","äganderätt",50
"0880C1090","uppgift saknas",0
"0880C1100","hyresrätt",477
"0880C1100","bostadsrätt",308
"0880C1100","äganderätt",138
"0880C1100","uppgift saknas",0
"0880C1110","hyresrätt",834
"0880C1110","bostadsrätt",281
"0880C1110","äganderätt",7
"0880C1110","uppgift saknas",0
"0880C1120","hyresrätt",1053
"0880C1120","bostadsrätt",273
"0880C1120","äganderätt",0
"0880C1120","uppgift saknas",0
"0880C1130","hyresrätt",282
"0880C1130","bostadsrätt",160
"0880C1130","äganderätt",244
"0880C1130","uppgift saknas",0
"0880C1140","hyresrätt",408
"0880C1140","bostadsrätt",297
"0880C1140","äganderätt",0
"0880C1140","uppgift saknas",0
"0880C1150","hyresrätt",758
"0880C1150","bostadsrätt",372
"0880C1150","äganderätt",11
"0880C1150","uppgift saknas",0
"0880C1160","hyresrätt",11
"0880C1160","bostadsrätt",737
"0880C1160","äganderätt",0
"0880C1160","uppgift saknas",0
"0880C1170","hyresrätt",557
"0880C1170","bostadsrätt",789
"0880C1170","äganderätt",132
"0880C1170","uppgift saknas",0
"0880C1180","hyresrätt",50
"0880C1180","bostadsrätt",185
"0880C1180","äganderätt",728
"0880C1180","uppgift saknas",0
"0880C1190","hyresrätt",788
"0880C1190","bostadsrätt",740
"0880C1190","äganderätt",110
"0880C1190","uppgift saknas",0
"0880C1200","hyresrätt",1148
"0880C1200","bostadsrätt",337
"0880C1200","äganderätt",420
"0880C1200","uppgift saknas",0
"0880C1210","hyresrätt",455
"0880C1210","bostadsrätt",411
"0880C1210","äganderätt",2
"0880C1210","uppgift saknas",0
"0880C1220","hyresrätt",755
"0880C1220","bostadsrätt",180
"0880C1220","äganderätt",74
"0880C1220","uppgift saknas",0
"0880C1230","hyresrätt",52
"0880C1230","bostadsrätt",107
"0880C1230","äganderätt",358
"0880C1230","uppgift saknas",0
"0880C1240","hyresrätt",92
"0880C1240","bostadsrätt",122
"0880C1240","äganderätt",396
"0880C1240","uppgift saknas",0
"0880C1250","hyresrätt",135
"0880C1250","bostadsrätt",18
"0880C1250","äganderätt",420
"0880C1250","uppgift saknas",0
"0880C1260","hyresrätt",72
"0880C1260","bostadsrätt",61
"0880C1260","äganderätt",600
"0880C1260","uppgift saknas",0
"0880C1270","hyresrätt",11
"0880C1270","bostadsrätt",0
"0880C1270","äganderätt",398
"0880C1270","uppgift saknas",0
"0880C1280","hyresrätt",118
"0880C1280","bostadsrätt",193
"0880C1280","äganderätt",377
"0880C1280","uppgift saknas",0
"0881A0010","hyresrätt",28
"0881A0010","bostadsrätt",0
"0881A0010","äganderätt",418
"0881A0010","uppgift saknas",0
"0881A0020","hyresrätt",1
"0881A0020","bostadsrätt",0
"0881A0020","äganderätt",437
"0881A0020","uppgift saknas",0
"0881A0030","hyresrätt",101
"0881A0030","bostadsrätt",0
"0881A0030","äganderätt",959
"0881A0030","uppgift saknas",0
"0881A0040","hyresrätt",159
"0881A0040","bostadsrätt",0
"0881A0040","äganderätt",549
"0881A0040","uppgift saknas",0
"0881B2010","hyresrätt",164
"0881B2010","bostadsrätt",0
"0881B2010","äganderätt",330
"0881B2010","uppgift saknas",0
"0881C1010","hyresrätt",18
"0881C1010","bostadsrätt",18
"0881C1010","äganderätt",621
"0881C1010","uppgift saknas",0
"0881C1020","hyresrätt",252
"0881C1020","bostadsrätt",103
"0881C1020","äganderätt",446
"0881C1020","uppgift saknas",0
"0881C1030","hyresrätt",125
"0881C1030","bostadsrätt",61
"0881C1030","äganderätt",537
"0881C1030","uppgift saknas",0
"0881C1040","hyresrätt",231
"0881C1040","bostadsrätt",0
"0881C1040","äganderätt",339
"0881C1040","uppgift saknas",0
"0881C1050","hyresrätt",1082
"0881C1050","bostadsrätt",189
"0881C1050","äganderätt",32
"0881C1050","uppgift saknas",0
"0881C1060","hyresrätt",310
"0881C1060","bostadsrätt",437
"0881C1060","äganderätt",230
"0881C1060","uppgift saknas",0
"0881C1070","hyresrätt",835
"0881C1070","bostadsrätt",0
"0881C1070","äganderätt",45
"0881C1070","uppgift saknas",0
"0881C1080","hyresrätt",496
"0881C1080","bostadsrätt",80
"0881C1080","äganderätt",532
"0881C1080","uppgift saknas",0
"0882A0010","hyresrätt",88
"0882A0010","bostadsrätt",0
"0882A0010","äganderätt",996
"0882A0010","uppgift saknas",0
"0882A0020","hyresrätt",196
"0882A0020","bostadsrätt",14
"0882A0020","äganderätt",348
"0882A0020","uppgift saknas",0
"0882A0030","hyresrätt",126
"0882A0030","bostadsrätt",0
"0882A0030","äganderätt",935
"0882A0030","uppgift saknas",0
"0882B2010","hyresrätt",192
"0882B2010","bostadsrätt",0
"0882B2010","äganderätt",474
"0882B2010","uppgift saknas",0
"0882B3010","hyresrätt",166
"0882B3010","bostadsrätt",0
"0882B3010","äganderätt",358
"0882B3010","uppgift saknas",0
"0882C1010","hyresrätt",695
"0882C1010","bostadsrätt",32
"0882C1010","äganderätt",388
"0882C1010","uppgift saknas",0
"0882C1020","hyresrätt",390
"0882C1020","bostadsrätt",50
"0882C1020","äganderätt",245
"0882C1020","uppgift saknas",0
"0882C1030","hyresrätt",271
"0882C1030","bostadsrätt",368
"0882C1030","äganderätt",118
"0882C1030","uppgift saknas",0
"0882C1040","hyresrätt",201
"0882C1040","bostadsrätt",0
"0882C1040","äganderätt",370
"0882C1040","uppgift saknas",0
"0882C1050","hyresrätt",103
"0882C1050","bostadsrätt",332
"0882C1050","äganderätt",158
"0882C1050","uppgift saknas",0
"0882C1060","hyresrätt",250
"0882C1060","bostadsrätt",252
"0882C1060","äganderätt",213
"0882C1060","uppgift saknas",0
"0882C1070","hyresrätt",602
"0882C1070","bostadsrätt",421
"0882C1070","äganderätt",107
"0882C1070","uppgift saknas",0
"0882C1080","hyresrätt",1117
"0882C1080","bostadsrätt",164
"0882C1080","äganderätt",63
"0882C1080","uppgift saknas",0
"0882C1090","hyresrätt",99
"0882C1090","bostadsrätt",0
"0882C1090","äganderätt",536
"0882C1090","uppgift saknas",0
"0882C1100","hyresrätt",331
"0882C1100","bostadsrätt",448
"0882C1100","äganderätt",163
"0882C1100","uppgift saknas",0
"0882C1110","hyresrätt",226
"0882C1110","bostadsrätt",61
"0882C1110","äganderätt",358
"0882C1110","uppgift saknas",0
"0882C1120","hyresrätt",92
"0882C1120","bostadsrätt",46
"0882C1120","äganderätt",761
"0882C1120","uppgift saknas",0
"0883A0010","hyresrätt",211
"0883A0010","bostadsrätt",0
"0883A0010","äganderätt",518
"0883A0010","uppgift saknas",0
"0883A0020","hyresrätt",61
"0883A0020","bostadsrätt",10
"0883A0020","äganderätt",757
"0883A0020","uppgift saknas",0
"0883A0030","hyresrätt",85
"0883A0030","bostadsrätt",0
"0883A0030","äganderätt",534
"0883A0030","uppgift saknas",0
"0883A0040","hyresrätt",122
"0883A0040","bostadsrätt",0
"0883A0040","äganderätt",364
"0883A0040","uppgift saknas",1
"0883A0050","hyresrätt",61
"0883A0050","bostadsrätt",0
"0883A0050","äganderätt",582
"0883A0050","uppgift saknas",0
"0883A0060","hyresrätt",182
"0883A0060","bostadsrätt",0
"0883A0060","äganderätt",532
"0883A0060","uppgift saknas",0
"0883B2010","hyresrätt",517
"0883B2010","bostadsrätt",0
"0883B2010","äganderätt",270
"0883B2010","uppgift saknas",0
"0883B2020","hyresrätt",341
"0883B2020","bostadsrätt",160
"0883B2020","äganderätt",415
"0883B2020","uppgift saknas",0
"0883B3010","hyresrätt",218
"0883B3010","bostadsrätt",37
"0883B3010","äganderätt",411
"0883B3010","uppgift saknas",0
"0883B4010","hyresrätt",238
"0883B4010","bostadsrätt",24
"0883B4010","äganderätt",381
"0883B4010","uppgift saknas",0
"0883B5010","hyresrätt",226
"0883B5010","bostadsrätt",0
"0883B5010","äganderätt",282
"0883B5010","uppgift saknas",0
"0883C1010","hyresrätt",130
"0883C1010","bostadsrätt",67
"0883C1010","äganderätt",626
"0883C1010","uppgift saknas",0
"0883C1020","hyresrätt",346
"0883C1020","bostadsrätt",515
"0883C1020","äganderätt",111
"0883C1020","uppgift saknas",0
"0883C1030","hyresrätt",298
"0883C1030","bostadsrätt",497
"0883C1030","äganderätt",329
"0883C1030","uppgift saknas",0
"0883C1040","hyresrätt",777
"0883C1040","bostadsrätt",57
"0883C1040","äganderätt",110
"0883C1040","uppgift saknas",0
"0883C1050","hyresrätt",437
"0883C1050","bostadsrätt",276
"0883C1050","äganderätt",96
"0883C1050","uppgift saknas",0
"0883C1060","hyresrätt",237
"0883C1060","bostadsrätt",188
"0883C1060","äganderätt",196
"0883C1060","uppgift saknas",0
"0883C1070","hyresrätt",231
"0883C1070","bostadsrätt",162
"0883C1070","äganderätt",679
"0883C1070","uppgift saknas",0
"0883C1080","hyresrätt",937
"0883C1080","bostadsrätt",259
"0883C1080","äganderätt",88
"0883C1080","uppgift saknas",0
"0883C1090","hyresrätt",363
"0883C1090","bostadsrätt",513
"0883C1090","äganderätt",139
"0883C1090","uppgift saknas",0
"0883C1100","hyresrätt",276
"0883C1100","bostadsrätt",85
"0883C1100","äganderätt",148
"0883C1100","uppgift saknas",0
"0883C1110","hyresrätt",197
"0883C1110","bostadsrätt",97
"0883C1110","äganderätt",504
"0883C1110","uppgift saknas",0
"0883C1120","hyresrätt",36
"0883C1120","bostadsrätt",139
"0883C1120","äganderätt",483
"0883C1120","uppgift saknas",0
"0883C1130","hyresrätt",421
"0883C1130","bostadsrätt",0
"0883C1130","äganderätt",304
"0883C1130","uppgift saknas",0
"0883C1140","hyresrätt",26
"0883C1140","bostadsrätt",64
"0883C1140","äganderätt",650
"0883C1140","uppgift saknas",0
"0884A0010","hyresrätt",125
"0884A0010","bostadsrätt",10
"0884A0010","äganderätt",698
"0884A0010","uppgift saknas",0
"0884A0020","hyresrätt",57
"0884A0020","bostadsrätt",0
"0884A0020","äganderätt",661
"0884A0020","uppgift saknas",0
"0884A0030","hyresrätt",84
"0884A0030","bostadsrätt",0
"0884A0030","äganderätt",682
"0884A0030","uppgift saknas",0
"0884B2010","hyresrätt",201
"0884B2010","bostadsrätt",0
"0884B2010","äganderätt",348
"0884B2010","uppgift saknas",0
"0884B3010","hyresrätt",190
"0884B3010","bostadsrätt",12
"0884B3010","äganderätt",322
"0884B3010","uppgift saknas",0
"0884C1010","hyresrätt",832
"0884C1010","bostadsrätt",0
"0884C1010","äganderätt",199
"0884C1010","uppgift saknas",0
"0884C1020","hyresrätt",538
"0884C1020","bostadsrätt",91
"0884C1020","äganderätt",161
"0884C1020","uppgift saknas",0
"0884C1030","hyresrätt",585
"0884C1030","bostadsrätt",153
"0884C1030","äganderätt",243
"0884C1030","uppgift saknas",0
"0884C1040","hyresrätt",324
"0884C1040","bostadsrätt",22
"0884C1040","äganderätt",528
"0884C1040","uppgift saknas",0
"0884C1050","hyresrätt",27
"0884C1050","bostadsrätt",69
"0884C1050","äganderätt",502
"0884C1050","uppgift saknas",0
"0885A0010","hyresrätt",21
"0885A0010","bostadsrätt",8
"0885A0010","äganderätt",555
"0885A0010","uppgift saknas",0
"0885A0020","hyresrätt",85
"0885A0020","bostadsrätt",172
"0885A0020","äganderätt",539
"0885A0020","uppgift saknas",0
"0885A0030","hyresrätt",44
"0885A0030","bostadsrätt",0
"0885A0030","äganderätt",628
"0885A0030","uppgift saknas",0
"0885A0040","hyresrätt",200
"0885A0040","bostadsrätt",103
"0885A0040","äganderätt",1124
"0885A0040","uppgift saknas",0
"0885C1010","hyresrätt",477
"0885C1010","bostadsrätt",150
"0885C1010","äganderätt",382
"0885C1010","uppgift saknas",0
"0885C1020","hyresrätt",296
"0885C1020","bostadsrätt",303
"0885C1020","äganderätt",423
"0885C1020","uppgift saknas",0
"0885C1030","hyresrätt",213
"0885C1030","bostadsrätt",81
"0885C1030","äganderätt",359
"0885C1030","uppgift saknas",0
"0980A0010","hyresrätt",96
"0980A0010","bostadsrätt",80
"0980A0010","äganderätt",348
"0980A0010","uppgift saknas",0
"0980A0020","hyresrätt",109
"0980A0020","bostadsrätt",24
"0980A0020","äganderätt",680
"0980A0020","uppgift saknas",0
"0980A0030","hyresrätt",100
"0980A0030","bostadsrätt",0
"0980A0030","äganderätt",464
"0980A0030","uppgift saknas",1
"0980A0040","hyresrätt",39
"0980A0040","bostadsrätt",18
"0980A0040","äganderätt",372
"0980A0040","uppgift saknas",1
"0980A0050","hyresrätt",16
"0980A0050","bostadsrätt",10
"0980A0050","äganderätt",313
"0980A0050","uppgift saknas",0
"0980A0060","hyresrätt",74
"0980A0060","bostadsrätt",41
"0980A0060","äganderätt",536
"0980A0060","uppgift saknas",1
"0980A0070","hyresrätt",37
"0980A0070","bostadsrätt",3
"0980A0070","äganderätt",578
"0980A0070","uppgift saknas",1
"0980A0080","hyresrätt",84
"0980A0080","bostadsrätt",20
"0980A0080","äganderätt",379
"0980A0080","uppgift saknas",0
"0980A0090","hyresrätt",8
"0980A0090","bostadsrätt",10
"0980A0090","äganderätt",567
"0980A0090","uppgift saknas",0
"0980A0100","hyresrätt",27
"0980A0100","bostadsrätt",48
"0980A0100","äganderätt",718
"0980A0100","uppgift saknas",0
"0980A0110","hyresrätt",17
"0980A0110","bostadsrätt",6
"0980A0110","äganderätt",472
"0980A0110","uppgift saknas",0
"0980A0120","hyresrätt",16
"0980A0120","bostadsrätt",19
"0980A0120","äganderätt",474
"0980A0120","uppgift saknas",0
"0980A0130","hyresrätt",8
"0980A0130","bostadsrätt",16
"0980A0130","äganderätt",547
"0980A0130","uppgift saknas",0
"0980A0140","hyresrätt",81
"0980A0140","bostadsrätt",0
"0980A0140","äganderätt",526
"0980A0140","uppgift saknas",0
"0980A0150","hyresrätt",92
"0980A0150","bostadsrätt",22
"0980A0150","äganderätt",766
"0980A0150","uppgift saknas",0
"0980A0160","hyresrätt",47
"0980A0160","bostadsrätt",9
"0980A0160","äganderätt",644
"0980A0160","uppgift saknas",0
"0980A0170","hyresrätt",119
"0980A0170","bostadsrätt",0
"0980A0170","äganderätt",882
"0980A0170","uppgift saknas",0
"0980A0180","hyresrätt",231
"0980A0180","bostadsrätt",72
"0980A0180","äganderätt",689
"0980A0180","uppgift saknas",0
"0980B2010","hyresrätt",575
"0980B2010","bostadsrätt",102
"0980B2010","äganderätt",351
"0980B2010","uppgift saknas",0
"0980B3010","hyresrätt",331
"0980B3010","bostadsrätt",101
"0980B3010","äganderätt",388
"0980B3010","uppgift saknas",0
"0980B4010","hyresrätt",399
"0980B4010","bostadsrätt",122
"0980B4010","äganderätt",378
"0980B4010","uppgift saknas",0
"0980B5010","hyresrätt",219
"0980B5010","bostadsrätt",64
"0980B5010","äganderätt",326
"0980B5010","uppgift saknas",0
"0980C1010","hyresrätt",37
"0980C1010","bostadsrätt",163
"0980C1010","äganderätt",715
"0980C1010","uppgift saknas",0
"0980C1020","hyresrätt",348
"0980C1020","bostadsrätt",0
"0980C1020","äganderätt",393
"0980C1020","uppgift saknas",0
"0980C1030","hyresrätt",105
"0980C1030","bostadsrätt",253
"0980C1030","äganderätt",450
"0980C1030","uppgift saknas",0
"0980C1040","hyresrätt",170
"0980C1040","bostadsrätt",456
"0980C1040","äganderätt",128
"0980C1040","uppgift saknas",0
"0980C1050","hyresrätt",680
"0980C1050","bostadsrätt",130
"0980C1050","äganderätt",0
"0980C1050","uppgift saknas",0
"0980C1060","hyresrätt",771
"0980C1060","bostadsrätt",410
"0980C1060","äganderätt",221
"0980C1060","uppgift saknas",0
"0980C1070","hyresrätt",394
"0980C1070","bostadsrätt",542
"0980C1070","äganderätt",127
"0980C1070","uppgift saknas",0
"0980C1080","hyresrätt",710
"0980C1080","bostadsrätt",48
"0980C1080","äganderätt",145
"0980C1080","uppgift saknas",0
"0980C1090","hyresrätt",307
"0980C1090","bostadsrätt",554
"0980C1090","äganderätt",267
"0980C1090","uppgift saknas",0
"0980C1100","hyresrätt",193
"0980C1100","bostadsrätt",173
"0980C1100","äganderätt",449
"0980C1100","uppgift saknas",0
"0980C1110","hyresrätt",385
"0980C1110","bostadsrätt",613
"0980C1110","äganderätt",100
"0980C1110","uppgift saknas",0
"0980C1120","hyresrätt",622
"0980C1120","bostadsrätt",378
"0980C1120","äganderätt",0
"0980C1120","uppgift saknas",0
"0980C1130","hyresrätt",404
"0980C1130","bostadsrätt",396
"0980C1130","äganderätt",193
"0980C1130","uppgift saknas",0
"0980C1140","hyresrätt",483
"0980C1140","bostadsrätt",371
"0980C1140","äganderätt",243
"0980C1140","uppgift saknas",0
"0980C1150","hyresrätt",753
"0980C1150","bostadsrätt",137
"0980C1150","äganderätt",18
"0980C1150","uppgift saknas",0
"0980C1160","hyresrätt",126
"0980C1160","bostadsrätt",730
"0980C1160","äganderätt",234
"0980C1160","uppgift saknas",0
"1060A0010","hyresrätt",24
"1060A0010","bostadsrätt",9
"1060A0010","äganderätt",545
"1060A0010","uppgift saknas",0
"1060A0020","hyresrätt",63
"1060A0020","bostadsrätt",0
"1060A0020","äganderätt",688
"1060A0020","uppgift saknas",0
"1060B2010","hyresrätt",138
"1060B2010","bostadsrätt",19
"1060B2010","äganderätt",370
"1060B2010","uppgift saknas",0
"1060C1010","hyresrätt",326
"1060C1010","bostadsrätt",28
"1060C1010","äganderätt",497
"1060C1010","uppgift saknas",0
"1060C1020","hyresrätt",29
"1060C1020","bostadsrätt",46
"1060C1020","äganderätt",717
"1060C1020","uppgift saknas",0
"1060C1030","hyresrätt",814
"1060C1030","bostadsrätt",31
"1060C1030","äganderätt",406
"1060C1030","uppgift saknas",0
"1060C1040","hyresrätt",601
"1060C1040","bostadsrätt",194
"1060C1040","äganderätt",307
"1060C1040","uppgift saknas",0
"1060C1050","hyresrätt",653
"1060C1050","bostadsrätt",182
"1060C1050","äganderätt",349
"1060C1050","uppgift saknas",0
"1080A0010","hyresrätt",39
"1080A0010","bostadsrätt",15
"1080A0010","äganderätt",718
"1080A0010","uppgift saknas",0
"1080A0020","hyresrätt",14
"1080A0020","bostadsrätt",0
"1080A0020","äganderätt",399
"1080A0020","uppgift saknas",0
"1080A0030","hyresrätt",44
"1080A0030","bostadsrätt",19
"1080A0030","äganderätt",1056
"1080A0030","uppgift saknas",0
"1080A0040","hyresrätt",31
"1080A0040","bostadsrätt",0
"1080A0040","äganderätt",584
"1080A0040","uppgift saknas",0
"1080A0050","hyresrätt",59
"1080A0050","bostadsrätt",0
"1080A0050","äganderätt",897
"1080A0050","uppgift saknas",0
"1080A0060","hyresrätt",79
"1080A0060","bostadsrätt",0
"1080A0060","äganderätt",567
"1080A0060","uppgift saknas",0
"1080A0070","hyresrätt",18
"1080A0070","bostadsrätt",0
"1080A0070","äganderätt",433
"1080A0070","uppgift saknas",0
"1080A0080","hyresrätt",6
"1080A0080","bostadsrätt",0
"1080A0080","äganderätt",543
"1080A0080","uppgift saknas",0
"1080A0090","hyresrätt",75
"1080A0090","bostadsrätt",0
"1080A0090","äganderätt",782
"1080A0090","uppgift saknas",0
"1080A0100","hyresrätt",99
"1080A0100","bostadsrätt",0
"1080A0100","äganderätt",455
"1080A0100","uppgift saknas",0
"1080B2010","hyresrätt",122
"1080B2010","bostadsrätt",0
"1080B2010","äganderätt",560
"1080B2010","uppgift saknas",0
"1080B2020","hyresrätt",318
"1080B2020","bostadsrätt",8
"1080B2020","äganderätt",549
"1080B2020","uppgift saknas",0
"1080B3010","hyresrätt",262
"1080B3010","bostadsrätt",0
"1080B3010","äganderätt",421
"1080B3010","uppgift saknas",0
"1080B3020","hyresrätt",202
"1080B3020","bostadsrätt",0
"1080B3020","äganderätt",417
"1080B3020","uppgift saknas",0
"1080B4010","hyresrätt",85
"1080B4010","bostadsrätt",25
"1080B4010","äganderätt",661
"1080B4010","uppgift saknas",0
"1080B5010","hyresrätt",40
"1080B5010","bostadsrätt",0
"1080B5010","äganderätt",641
"1080B5010","uppgift saknas",0
"1080C1010","hyresrätt",658
"1080C1010","bostadsrätt",529
"1080C1010","äganderätt",35
"1080C1010","uppgift saknas",0
"1080C1020","hyresrätt",914
"1080C1020","bostadsrätt",339
"1080C1020","äganderätt",34
"1080C1020","uppgift saknas",0
"1080C1030","hyresrätt",603
"1080C1030","bostadsrätt",348
"1080C1030","äganderätt",6
"1080C1030","uppgift saknas",0
"1080C1040","hyresrätt",837
"1080C1040","bostadsrätt",271
"1080C1040","äganderätt",20
"1080C1040","uppgift saknas",0
"1080C1050","hyresrätt",961
"1080C1050","bostadsrätt",97
"1080C1050","äganderätt",6
"1080C1050","uppgift saknas",0
"1080C1060","hyresrätt",757
"1080C1060","bostadsrätt",637
"1080C1060","äganderätt",16
"1080C1060","uppgift saknas",0
"1080C1070","hyresrätt",626
"1080C1070","bostadsrätt",255
"1080C1070","äganderätt",240
"1080C1070","uppgift saknas",0
"1080C1080","hyresrätt",619
"1080C1080","bostadsrätt",849
"1080C1080","äganderätt",0
"1080C1080","uppgift saknas",0
"1080C1090","hyresrätt",131
"1080C1090","bostadsrätt",0
"1080C1090","äganderätt",472
"1080C1090","uppgift saknas",0
"1080C1100","hyresrätt",469
"1080C1100","bostadsrätt",391
"1080C1100","äganderätt",221
"1080C1100","uppgift saknas",0
"1080C1110","hyresrätt",35
"1080C1110","bostadsrätt",148
"1080C1110","äganderätt",436
"1080C1110","uppgift saknas",0
"1080C1120","hyresrätt",926
"1080C1120","bostadsrätt",141
"1080C1120","äganderätt",1
"1080C1120","uppgift saknas",0
"1080C1130","hyresrätt",37
"1080C1130","bostadsrätt",0
"1080C1130","äganderätt",691
"1080C1130","uppgift saknas",0
"1080C1140","hyresrätt",36
"1080C1140","bostadsrätt",0
"1080C1140","äganderätt",422
"1080C1140","uppgift saknas",0
"1080C1150","hyresrätt",286
"1080C1150","bostadsrätt",89
"1080C1150","äganderätt",291
"1080C1150","uppgift saknas",0
"1080C1160","hyresrätt",1116
"1080C1160","bostadsrätt",34
"1080C1160","äganderätt",85
"1080C1160","uppgift saknas",0
"1080C1170","hyresrätt",1245
"1080C1170","bostadsrätt",0
"1080C1170","äganderätt",0
"1080C1170","uppgift saknas",0
"1080C1180","hyresrätt",566
"1080C1180","bostadsrätt",149
"1080C1180","äganderätt",231
"1080C1180","uppgift saknas",0
"1080C1190","hyresrätt",48
"1080C1190","bostadsrätt",26
"1080C1190","äganderätt",448
"1080C1190","uppgift saknas",0
"1080C1200","hyresrätt",142
"1080C1200","bostadsrätt",118
"1080C1200","äganderätt",525
"1080C1200","uppgift saknas",0
"1080C1210","hyresrätt",366
"1080C1210","bostadsrätt",0
"1080C1210","äganderätt",350
"1080C1210","uppgift saknas",0
"1080C1220","hyresrätt",246
"1080C1220","bostadsrätt",0
"1080C1220","äganderätt",366
"1080C1220","uppgift saknas",0
"1080C1230","hyresrätt",398
"1080C1230","bostadsrätt",0
"1080C1230","äganderätt",535
"1080C1230","uppgift saknas",0
"1080C1240","hyresrätt",33
"1080C1240","bostadsrätt",0
"1080C1240","äganderätt",880
"1080C1240","uppgift saknas",0
"1081A0010","hyresrätt",19
"1081A0010","bostadsrätt",0
"1081A0010","äganderätt",745
"1081A0010","uppgift saknas",0
"1081A0020","hyresrätt",54
"1081A0020","bostadsrätt",0
"1081A0020","äganderätt",494
"1081A0020","uppgift saknas",1
"1081A0030","hyresrätt",15
"1081A0030","bostadsrätt",0
"1081A0030","äganderätt",590
"1081A0030","uppgift saknas",1
"1081A0040","hyresrätt",65
"1081A0040","bostadsrätt",0
"1081A0040","äganderätt",574
"1081A0040","uppgift saknas",0
"1081A0050","hyresrätt",121
"1081A0050","bostadsrätt",0
"1081A0050","äganderätt",634
"1081A0050","uppgift saknas",0
"1081B2010","hyresrätt",117
"1081B2010","bostadsrätt",0
"1081B2010","äganderätt",688
"1081B2010","uppgift saknas",0
"1081B3010","hyresrätt",351
"1081B3010","bostadsrätt",0
"1081B3010","äganderätt",613
"1081B3010","uppgift saknas",0
"1081C1010","hyresrätt",328
"1081C1010","bostadsrätt",27
"1081C1010","äganderätt",663
"1081C1010","uppgift saknas",0
"1081C1020","hyresrätt",815
"1081C1020","bostadsrätt",43
"1081C1020","äganderätt",536
"1081C1020","uppgift saknas",0
"1081C1030","hyresrätt",610
"1081C1030","bostadsrätt",108
"1081C1030","äganderätt",39
"1081C1030","uppgift saknas",0
"1081C1040","hyresrätt",694
"1081C1040","bostadsrätt",97
"1081C1040","äganderätt",111
"1081C1040","uppgift saknas",0
"1081C1050","hyresrätt",516
"1081C1050","bostadsrätt",316
"1081C1050","äganderätt",133
"1081C1050","uppgift saknas",0
"1081C1060","hyresrätt",14
"1081C1060","bostadsrätt",0
"1081C1060","äganderätt",701
"1081C1060","uppgift saknas",0
"1081C1070","hyresrätt",713
"1081C1070","bostadsrätt",106
"1081C1070","äganderätt",296
"1081C1070","uppgift saknas",0
"1081C1080","hyresrätt",68
"1081C1080","bostadsrätt",0
"1081C1080","äganderätt",496
"1081C1080","uppgift saknas",0
"1081C1090","hyresrätt",421
"1081C1090","bostadsrätt",105
"1081C1090","äganderätt",364
"1081C1090","uppgift saknas",0
"1081C1100","hyresrätt",235
"1081C1100","bostadsrätt",30
