"Personbilar i trafik efter region, status och år"

"0180C4470","totalt",299
"0180C4480","totalt",506
"0180C4490","totalt",391
"0180C4500","totalt",343
"0180C4510","totalt",616
"0180C4520","totalt",387
"0180C4530","totalt",632
"0180C4540","totalt",351
"0180C4550","totalt",261
"0180C4560","totalt",495
"0180C4570","totalt",390
"0180C4580","totalt",557
"0180C4590","totalt",447
"0180C4600","totalt",363
"0180C4610","totalt",287
"0180C4620","totalt",365
"0180C4630","totalt",351
"0180C4640","totalt",495
"0180C4650","totalt",310
"0180C4660","totalt",258
"0180C4670","totalt",409
"0180C4680","totalt",408
"0180C4690","totalt",366
"0180C4700","totalt",718
"0180C4710","totalt",444
"0180C4720","totalt",487
"0180C4730","totalt",431
"0180C4740","totalt",359
"0180C4750","totalt",369
"0180C4760","totalt",274
"0180C4770","totalt",542
"0180C4780","totalt",333
"0180C4790","totalt",522
"0180C4800","totalt",335
"0180C4810","totalt",512
"0180C4820","totalt",409
"0180C4830","totalt",429
"0180C4840","totalt",312
"0180C4850","totalt",342
"0180C4860","totalt",445
"0180C4870","totalt",521
"0180C4880","totalt",418
"0180C4890","totalt",289
"0180C4900","totalt",387
"0180C4910","totalt",456
"0180C4920","totalt",374
"0180C4930","totalt",529
"0180C4940","totalt",576
"0180C4950","totalt",387
"0180C4960","totalt",396
"0180C4970","totalt",673
"0180C4980","totalt",211
"0180C4990","totalt",397
"0180C5000","totalt",348
"0180C5010","totalt",627
"0180C5020","totalt",451
"0180C5030","totalt",268
"0180C5040","totalt",449
"0180C5050","totalt",648
"0180C5060","totalt",440
"0180C5070","totalt",310
"0180C5080","totalt",393
"0180C5090","totalt",378
"0180C5100","totalt",526
"0180C5110","totalt",356
"0180C5120","totalt",553
"0180C5130","totalt",275
"0180C5140","totalt",294
"0180C5150","totalt",642
"0180C5160","totalt",400
"0180C5170","totalt",301
"0180C5180","totalt",341
"0180C5190","totalt",361
"0180C5200","totalt",349
"0180C5210","totalt",656
"0180C5220","totalt",420
"0180C5230","totalt",401
"0180C5240","totalt",384
"0180C5250","totalt",677
"0180C5260","totalt",756
"0180C5270","totalt",384
"0180C5280","totalt",298
"0180C5290","totalt",358
"0180C5300","totalt",423
"0180C5310","totalt",423
"0180C5320","totalt",458
"0180C5330","totalt",284
"0180C5340","totalt",351
"0180C5350","totalt",356
"0180C5360","totalt",291
"0180C5370","totalt",391
"0180C5380","totalt",248
"0180C5390","totalt",309
"0180C5400","totalt",597
"0180C5410","totalt",451
"0180C5420","totalt",700
"0180C5430","totalt",230
"0180C5440","totalt",260
"0180C5450","totalt",677
"0180C5460","totalt",510
"0180C5470","totalt",527
"0180C5480","totalt",235
"0180C5490","totalt",465
"0180C5500","totalt",534
"0180C5510","totalt",477
"0180C5520","totalt",201
"0180C5530","totalt",481
"0180C5540","totalt",770
"0180C5550","totalt",409
"0180C5560","totalt",362
"0180C5570","totalt",353
"0180C5580","totalt",587
"0180C5590","totalt",363
"0180C5600","totalt",483
"0180C5610","totalt",417
"0180C5620","totalt",601
"0180C5630","totalt",541
"0180C5640","totalt",579
"0180C5650","totalt",901
"0180C5660","totalt",589
"0180C5670","totalt",418
"0180C5680","totalt",661
"0180C5690","totalt",1028
"0180C5700","totalt",410
"0180C5710","totalt",432
"0180C5720","totalt",437
"0180C5730","totalt",431
"0180C5740","totalt",332
"0180C5750","totalt",810
"0180C5760","totalt",479
"0180C5770","totalt",317
"0180C5780","totalt",448
"0180C5790","totalt",464
"0180C5800","totalt",598
"0180C5810","totalt",779
"0180C5820","totalt",1110
"0180C5830","totalt",891
"0180C5840","totalt",578
"0180C5850","totalt",1022
"0180C5860","totalt",958
"0180C5870","totalt",594
"0180C5880","totalt",478
"0180C5890","totalt",773
"0180C5900","totalt",54
"0180C5910","totalt",907
"0180C5920","totalt",813
"0180C5930","totalt",728
"0180C5940","totalt",503
"0180C5950","totalt",541
"0180C5960","totalt",697
"0180C5970","totalt",887
"0180C5980","totalt",536
"0180C5990","totalt",933
"0180C6000","totalt",746
"0180C6010","totalt",705
"0180C6020","totalt",977
"0180C6030","totalt",791
"0180C6040","totalt",731
"0180C6050","totalt",992
"0180C6060","totalt",1069
"0180C6070","totalt",401
"0180C6080","totalt",588
"0180C6090","totalt",464
"0180C6100","totalt",247
"0180C6110","totalt",281
"0180C6120","totalt",901
"0180C6130","totalt",557
"0180C6140","totalt",423
"0180C6150","totalt",428
"0180C6160","totalt",335
"0180C6170","totalt",336
"0180C6180","totalt",393
"0180C6190","totalt",991
"0180C6200","totalt",398
"0180C6210","totalt",456
"0180C6220","totalt",399
"0180C6230","totalt",290
"0180C6240","totalt",419
"0180C6250","totalt",396
"0180C6260","totalt",382
"0180C6270","totalt",400
"0180C6280","totalt",488
"0180C6290","totalt",681
"0180C6300","totalt",435
"0180C6310","totalt",315
"0180C6320","totalt",476
"0180C6330","totalt",217
"0180C6340","totalt",418
"0180C6350","totalt",421
"0180C6360","totalt",408
"0180C6370","totalt",398
"0180C6380","totalt",348
"0180C6390","totalt",550
"0180C6400","totalt",502
"0180C6410","totalt",473
"0180C6420","totalt",387
"0180C6430","totalt",295
"0180C6440","totalt",534
"0181A0010","totalt",940
"0181A0020","totalt",1374
"0181A0030","totalt",1762
"0181A0040","totalt",676
"0181A0050","totalt",701
"0181A0060","totalt",1198
"0181B2010","totalt",1161
"0181B2020","totalt",709
"0181B2030","totalt",1325
"0181B2040","totalt",757
"0181B4010","totalt",1051
"0181B5010","totalt",648
"0181C1010","totalt",1160
"0181C1020","totalt",1047
"0181C1030","totalt",827
"0181C1040","totalt",742
"0181C1050","totalt",506
"0181C1060","totalt",383
"0181C1070","totalt",693
"0181C1080","totalt",545
"0181C1090","totalt",830
"0181C1100","totalt",876
"0181C1110","totalt",591
"0181C1120","totalt",732
"0181C1130","totalt",700
"0181C1140","totalt",847
"0181C1150","totalt",652
"0181C1160","totalt",987
"0181C1170","totalt",428
"0181C1180","totalt",780
"0181C1190","totalt",486
"0181C1200","totalt",735
"0181C1210","totalt",684
"0181C1220","totalt",773
"0181C1230","totalt",382
"0181C1240","totalt",812
"0181C1250","totalt",657
"0181C1260","totalt",626
"0181C1270","totalt",734
"0181C1280","totalt",979
"0181C1290","totalt",844
"0181C1300","totalt",1327
"0181C1310","totalt",1084
"0181C1320","totalt",473
"0181C1330","totalt",640
"0181C1340","totalt",822
"0181C1350","totalt",589
"0181C1360","totalt",595
"0181C1370","totalt",1104
"0181C1380","totalt",1138
"0181C1390","totalt",1433
"0182C1010","totalt",716
"0182C1020","totalt",477
"0182C1030","totalt",1076
"0182C1040","totalt",546
"0182C1050","totalt",526
"0182C1060","totalt",802
"0182C1070","totalt",787
"0182C1080","totalt",809
